bn:00000013n;Million;million_209.35;number_146.31;mathematics_61.3;long scale_53.31;real number_50.43;numeral_50.35;short scale_50.12;digit_42.17;bally_41.77;millionaire_41.31;penguin_41.11;markov_40.61;complex number_38.37;infinity_36.79
bn:00075362n;Sura;muhammad_1678.45;qur_1510.73;sura_1387.71;quran_901.82;verse_826.22;god_598.82;muslim_345.94;meccan_287.74;prophet_276.61;allah_276.02;muslims_266.95;islam_246.63;mecca_238.33;revelation_217.03
bn:00075366n;Surcoat;garter_175.4;wear_167.05;knight_166.05;tunic_153.27;surcoat_129.23;order_103.5;arms_91.98;tabard_88.38;century_82.66;arm_78.43;templars_78.35;knights_74.15;knighthood_69.45;garment_65.57
bn:00075376n;Surfactant;surfactant_1639.22;surface tension_375.01;oil_302.64;emulsion_291.49;detergent_284.35;water_247.88;surface_246.68;foam_222.89;micelle_221.95;phase_206.17;liquid_193.0;micelles_191.31;dishwasher_167.96;molecule_159.54
bn:00075385n;Topsoil;soil_2906.89;water_449.29;plant_332.42;erosion_320.17;organic_279.55;nutrient_270.22;topsoil_250.98;clay_183.9;plough_182.72;humus_178.73;material_134.55;nitrogen_130.83;loess_129.17;crop_127.23
bn:00075388n;Surfboard;surfer_915.66;surfboard_781.49;surf_565.61;fin_486.33;surfing_479.49;wave_464.33;board_401.69;kayak_199.55;kite_183.0;longboard_169.06;rider_144.17;ride_134.21;beach_123.08;foam_103.19
bn:00075390n;Surfing;surfer_1475.05;surf_1274.33;wave_1241.54;surfing_1210.88;surfboard_396.62;asp_223.2;beach_221.87;reef_199.88;board_178.06;ride_158.77;break_156.05;longboard_126.08;swell_124.11;fin_100.26
bn:00075410n;Surplice;wear_624.64;cassock_485.21;church_476.0;vestment_396.53;surplice_374.01;deacon_302.17;clergy_288.18;bishop_270.63;gown_238.44;priest_224.24;stole_171.63;prayer_163.25;liturgical_151.21;anglican_140.96
bn:00075416n;Surrealism;surrealist_1311.93;surrealism_815.9;breton_291.7;art_139.37;maddox_129.79;varo_125.62;dalí_104.58;andré breton_95.89;anti-art_94.87;magritte_91.7;artist_89.38;painting_84.26;dada_80.25;movement_79.87
bn:00075422n;Surrey;surrey_1342.68;guildford_271.1;county_235.12;woking_135.25;first-class_98.56;cricket_88.82;reigate_85.9;farnham_66.26;epsom_65.11;godalming_64.63;greater london_63.71;dorking_61.97;ewell_58.1;england_48.97
bn:00075424n;Surrogacy;surrogacy_1256.76;donor_948.17;sperm_739.67;child_604.02;ivf_501.99;parent_402.46;pregnancy_375.28;embryo_345.59;surrogate_339.18;couple_338.82;same-sex_312.76;ethan_271.0;sperm bank_256.87;egg_237.97
bn:00075427n;Surveillance;surveillance_1713.68;privacy_800.5;radar_449.02;camera_412.88;information_386.08;datum_318.38;fisa_282.22;rfid_267.02;sousveillance_236.04;internet_224.32;monitor_180.64;cctv_176.96;nsa_163.3;database_142.36
bn:00075431n;Surveying;survey_1377.92;surveyor_838.49;surveying_495.95;measurement_245.42;theodolite_201.12;land_176.1;measure_161.48;geodetic_126.61;instrument_118.52;distance_105.63;cadastral_97.9;chain_93.84;coast_92.98;map_91.03
bn:00075445n;Sushi;sushi_1526.43;rice_976.32;fish_418.32;dish_240.74;japanese_238.69;restaurant_204.26;roe_192.44;nori_169.28;sashimi_153.61;eat_152.28;soy sauce_142.35;tuna_141.17;food_135.49;ingredient_133.56
bn:00075451n;Suspense;hitchcock_317.17;suspense_253.6;thriller_204.44;film_88.5;genre_87.24;story_82.47;fiction_67.16;novel_64.72;mystery_63.9;character_59.34;crime_53.71;storey_44.16;detective_41.88;narrative_41.52
bn:00075457n;Ellipsis;ellipsis_538.33;dash_235.6;use_209.22;full stop_206.07;bracket_147.8;word_129.74;example_127.2;character_120.56;sentence_118.1;dot_106.94;rect_93.61;set_91.36;punctuation_88.91;verb_88.41
bn:00075469n;Sutra;sutra_1188.12;buddhist_969.47;buddhism_927.0;buddha_712.64;sutta_363.11;sanskrit_287.87;mantra_260.97;sūtra_259.57;text_249.39;pali_234.26;mahayana_211.34;monk_209.54;theravāda_182.02;meditation_162.14
bn:00075476n;Suzerainty;tibet_835.59;tibetan_511.25;china_384.87;chinese_319.81;state_268.19;mongol_257.42;ming_246.44;india_239.08;sikkim_237.23;dalai lama_233.71;treaty_216.42;suzerainty_189.31;princely_188.46;millard_178.42
bn:00075495n;Swallow;nest_1477.79;swallow_1076.38;bird_686.24;martin_517.02;great horned owl_395.23;specie_378.32;breed_318.46;house martin_316.15;barn swallow_311.11;hirundo_297.55;owl_240.23;breeding_223.68;egg_218.43;house sparrow_217.18
bn:00075499n;Swamp;swamp_1542.7;wetland_637.48;everglades_418.99;water_159.48;florida_148.33;okefenokee swamp_91.61;ecosystem_85.71;peat_73.95;lake okeechobee_71.36;marsh_70.63;okefenokee_66.65;sudd_62.22;sawgrass_60.35;cypress_59.81
bn:00075504n;Swan;swan_1697.4;bird_520.64;black swan_393.61;specie_298.64;odette_283.98;rothbart_232.01;cygnus_193.4;mute swan_186.39;h5n1_138.28;siegfried_129.62;leda_128.02;duck_106.72;whooper swan_105.86;trumpeter swan_103.71
bn:00075509n;Paging;memory_1415.67;page_1020.32;system_858.68;address_694.68;kernel_493.51;virtual memory_458.3;pointer_437.54;windows_423.13;operate_395.68;processor_312.15;hardware_287.31;use_281.82;file_276.75;disk_274.48
bn:00075510n;Swash;wave_600.58;sediment_415.58;beach_366.41;swash_324.36;longshore_173.94;wind_143.75;water_125.3;erosion_122.21;sea_110.0;sand_106.27;lagoon_94.27;hapua_92.78;zone_86.24;coastal_78.58
bn:00075530n;Headband;headband_313.06;hair_85.44;wear_74.12;bandeau_57.8;hat_57.21;headbands_45.61;ekstrom_40.89;file_30.52;scott_30.46;jpg_30.06;kanzashi_29.01;ac\/dc_24.19;bon_24.0;bandana_22.7
bn:00075536n;Sweatshop;labor_861.7;worker_848.42;sweatshop_603.39;wage_375.14;minimum wage_345.5;trafficking_317.62;walmart_314.12;factory_271.08;work_195.2;child_187.65;lansbury_160.69;woman_155.44;sex_144.93;kristof_136.79
bn:00075549n;Sweeper;order_66.51;sweeper_55.82;superorder_36.78;id_35.38;till_35.37;pempheris_32.93;color_29.8;wobbegong_29.56;rgb_27.64;text_26.32;fish_26.17;value_23.45;schulz_20.79;neopterygii_18.78
bn:00075552n;Sweetness;taste_338.19;honey_276.98;food_214.1;sweet_202.65;sweetness_197.69;sugar_173.56;hummingbird_138.71;sweetener_131.08;sucrose_125.37;hfcs_122.69;fructose_121.8;stevia_117.42;receptor_102.59;sucralose_94.67
bn:00075578n;Swift;swift_927.34;nest_538.37;bird_495.36;swiftlet_405.99;aerodramus_359.11;hummingbird_349.32;specie_188.71;apodidae_144.58;chimney swift_129.68;species_127.98;feather_96.85;egg_94.29;echolocation_92.48;breed_86.91
bn:00075633n;Swordfish;fish_2071.33;swordfish_599.98;shark_576.28;fishing_349.62;blue marlin_259.1;fishery_257.26;bait_245.81;tuna_231.92;catch_211.02;billfish_208.87;specie_197.61;herring_191.76;water_188.49;predator_187.78
bn:00075641n;Syllabary;vowel_1029.77;syllable_869.72;consonant_835.16;language_768.48;script_725.3;syllabary_664.26;glyph_530.86;word_496.71;character_450.08;cherokee_409.84;syllabic_393.57;chinese_391.4;write_327.68;alphabet_320.63
bn:00075644n;Syllable;vowel_2943.16;syllable_2810.0;consonant_1643.76;word_1096.79;stress_783.35;diphthong_574.06;language_527.13;rhyme_511.27;tone_496.69;phoneme_455.57;pronounce_377.02;reduplication_360.33;dialect_329.2;pronunciation_318.09
bn:00075647n;Syllogism;logic_1281.34;syllogism_929.15;aristotle_856.16;argument_538.09;proposition_431.14;conclusion_397.69;premise_388.86;inference_337.14;predicate_275.28;logical_254.69;reasoning_253.72;philosophy_245.63;fallacy_244.2;true_193.25
bn:00075649n;Sylph;sylph_234.9;fairy_193.77;pope_98.65;pixie_68.45;satire_53.71;augustan_50.93;elemental_41.8;spirit_40.91;landover_38.02;belinda_36.82;elementals_36.59;guardian angel_34.77;dunciad_33.94;paracelsus_31.92
bn:00075652n;Symbol;symbol_2113.53;swastika_712.97;icon_281.79;meaning_270.57;sign_197.9;symbolic_192.41;use_172.43;variable_139.46;represent_133.13;fleur-de-lis_129.84;semiotics_127.72;identifier_113.74;signal_107.67;word_103.81
bn:00075673n;Symphony;symphony_1587.89;movement_511.49;op_257.86;sonata_248.72;no._199.91;bassoon_145.26;haydn_137.49;oboe_130.93;theme_104.64;compose_94.53;timpani_89.7;composer_89.18;piano_83.95;violin_76.27
bn:00075680n;Toastmaster;toast_101.39;butler_92.41;tamada_91.77;toastmaster_77.45;jessel_32.78;mc_30.36;sittning_29.51;ceremony_25.0;master_20.8;gyckel_20.3;compère_18.46;role_13.66;butlers_13.63;ceremonies_13.16
bn:00075683n;Symptom;symptom_1370.02;patient_850.42;disease_563.53;treatment_441.86;cause_413.25;inflammation_314.94;tinnitus_283.02;condition_242.44;diagnosis_239.55;cough_214.69;chronic_205.54;blood_203.52;glucose_202.52;delirium_197.09
bn:00075687n;Synesthesia;synesthesia_1482.07;color_543.25;synesthetic_349.19;synesthetes_345.26;experience_318.5;lsd_242.17;psilocybin_227.4;sensory_210.84;brain_206.16;perception_169.38;stimulus_157.47;sense_156.32;consciousness_153.87;visual_140.92
bn:00075688n;Synagogue;synagogue_1475.46;temple_216.64;jewish_111.78;jerusalem_83.36;ark_76.83;prayer_66.92;jpg_61.8;torah_55.73;bce_55.59;rabbi_52.57;list of synagogues in turkey_47.46;history of the jews in turkey_45.45;bimah_44.85;hekhal_43.22
bn:00075689n;Synapse;neuron_440.84;cell_409.88;receptor_377.83;synaptic_258.38;synapse_224.36;brain_206.54;glutamate_201.03;protein_187.01;signal_184.62;neurotransmitter_182.84;pathway_175.64;postsynaptic_155.59;granule_154.08;axon_142.21
bn:00075696n;Synchronization;jung_434.31;clock_294.79;synchronicity_289.83;synchronization_254.31;karma_151.85;causality_130.75;time_105.99;pauli_86.01;signal_79.82;theory_79.8;causal_77.1;oscillator_75.24;ethercat_70.86;coincidence_69.78
bn:00075703n;Synchrotron;synchrotron_1033.89;electron_924.51;particle_576.24;beam_523.76;energy_502.38;accelerator_488.81;radiation_385.78;cyclotron_350.43;storage ring_334.72;x-ray_304.2;gev_291.76;proton_265.32;accelerate_231.04;beamline_221.21
bn:00075706n;Syncopation;music_655.13;rhythm_520.26;beat_393.39;jazz_360.75;clave_280.86;variation_224.34;funk_205.03;chord_203.38;syncopation_188.83;rhythmic_162.62;pattern_159.19;ragtime_156.31;reggae_155.38;cross-rhythm_150.28
bn:00075708n;Syncretism;religion_2091.71;religious_694.77;christianity_527.96;christian_522.52;god_465.56;belief_347.57;practice_282.45;islam_278.54;hitler_255.01;syncretism_237.56;buddhism_236.46;faith_184.98;worship_184.11;tradition_165.13
bn:00075719n;Syndrome;syndrome_1827.79;symptom_960.92;tourette_455.01;adhd_427.15;tic_423.2;diagnosis_330.21;disorder_295.43;patient_278.19;autism_269.88;williams syndrome_253.41;treatment_204.06;rls_203.0;condition_197.24;pms_194.53
bn:00075720n;Synecdoche;word_331.34;use_266.52;synecdoche_232.63;metonymy_211.68;refer_167.01;slang_147.61;placeholder_138.93;term_135.21;mean_132.99;meaning_99.26;metaphor_95.11;trope_83.56;phrase_77.52;cago_72.43
bn:00075727n;Synod;synod_2158.76;church_1367.6;bishop_970.27;evangelical_378.64;council_371.77;old-prussian_348.52;congregation_213.67;diocese_178.92;pope_174.45;clergy_163.18;ecumenical council_149.02;diocesan_144.91;pastor_135.28;lutheran_129.87
bn:00075728n;Thesaurus;dictionary_564.73;thesaurus_513.67;word_384.82;language_152.08;wordnet_136.38;sql_131.61;translation_118.61;wiktionary_117.27;roget_100.35;server_91.15;microsoft_77.17;database_77.1;wsd_75.9;semantic_72.25
bn:00075745n;Synthesizer;synthesizer_1832.13;sound_627.75;midi_416.8;roland_323.67;keyboard_322.47;instrument_253.98;analog_237.91;controller_214.66;synthesis_198.21;korg_196.18;oscillator_193.36;digital_191.96;waveform_159.84;envelope_154.79
bn:00075757n;Syringe;syringe_1303.9;insulin_973.79;needle_828.33;injection_410.55;inject_231.2;enema_193.29;drug_192.19;use_160.67;pen_149.09;tube_135.54;bd_134.28;patient_117.32;glass_109.51;hypodermic needle_98.56
bn:00075773n;Systematics;organism_568.17;study_517.93;systematics_328.3;evolution_324.78;evolutionary_291.01;specie_239.73;biology_223.48;taxonomy_189.25;science_179.95;species_162.86;plant_152.56;natural selection_149.13;phylogenetic_148.15;gene_142.39
bn:00075779n;Systole;blood_871.78;heart_827.21;ventricle_752.5;ventricular_747.68;systole_504.85;pressure_468.23;atrium_378.2;aortic valve_343.39;mitral valve_342.3;atrial_338.73;blood pressure_332.53;left ventricle_314.75;diastole_294.98;diastolic_289.32
bn:00075783n;Thymine;dna_2327.06;rna_1048.46;nucleotide_630.46;strand_628.36;sequence_553.52;thymine_543.48;uracil_458.28;cytosine_434.46;nucleic acid_391.82;gene_381.24;base pair_374.03;guanine_341.38;adenine_337.45;molecule_334.98
bn:00075796n;Tuberculosis;tb_2399.51;tuberculosis_2216.53;disease_783.42;infection_632.04;treatment_603.29;patient_440.1;hiv_397.14;antibiotic_356.99;drug_334.29;bacterium_299.01;bcg_290.4;mdr-tb_283.95;isoniazid_222.0;vaccine_219.47
bn:00075804n;Tabasco;tabasco_692.61;villahermosa_256.56;campeche_174.29;state_173.64;veracruz_164.99;comalcalco_139.38;nacajuca_113.88;mexico_107.12;chontalpa_106.95;chontal_96.85;grijalva_86.74;pozol_82.79;municipality_74.33;tenosique_73.04
bn:00075806n;Tabbouleh;dish_498.61;salad_393.5;meat_350.25;syrian_288.11;hummus_247.68;cuisine_231.07;syria_214.39;palestinian_203.18;kebab_202.58;lebanese_181.69;bread_179.71;rice_166.51;couscous_159.72;parsley_151.35
bn:00075808n;Tabernacle;moses_2546.71;god_2178.95;torah_1338.42;israelite_1066.48;tabernacle_850.09;rabbi_746.14;parashah_582.59;midrash_532.21;teach_519.85;exodus_460.14;altar_436.15;aaron_423.49;page_420.24;israel_403.13
bn:00075811n;Tablature;tablature_679.01;chord_635.44;string_573.94;instrument_570.7;notation_444.69;lute_315.71;music_278.99;note_258.43;harmonica_258.23;viol_250.42;guitar_225.86;fret_206.25;qin_177.24;finger_173.9
bn:00075826n;Tablecloth;linen_207.54;tablecloth_80.68;lace_61.05;cloth_56.23;fabric_41.96;placemat_39.75;color_37.03;flax_36.75;tea cosy_36.55;nappe_28.08;textile_27.18;household linen_26.12;crumber_25.37;oilcloth_25.21
bn:00075828n;Tablespoon;spoon_375.54;tablespoon_229.91;teaspoon_160.05;vegan_119.78;runcible_74.21;use_60.75;volume_56.55;bowl_48.7;soup spoon_48.11;dessert spoon_47.28;sugar_45.96;runcible spoon_44.42;ml_41.22;measure_38.6
bn:00075834n;Tableware;chopstick_428.58;tableware_339.94;dish_262.88;cutlery_182.57;plate_171.72;dishwasher_166.51;pottery_131.89;glass_128.19;food_123.57;bowl_101.61;porcelain_98.69;ware_89.85;meal_86.96;spoon_85.79
bn:00075835n;Taboo;taboo_714.4;meat_351.56;incest_189.39;totemism_148.96;koda_137.73;eat_132.56;word_118.0;horse_111.7;dog_111.03;totem_97.1;nigger_95.23;prejudice_87.48;consumption_85.38;tongan_82.53
bn:00075846n;Tachometer;engine_807.59;speed_359.33;wheel_354.28;car_305.13;model_298.32;motor_251.7;tachometer_246.5;gear_234.67;vehicle_226.12;rpm_209.5;rear_202.56;sensor_194.89;torque_179.06;transmission_155.0
bn:00075851n;Tachycardia;tachycardia_737.43;heart rate_507.59;heart_384.96;ventricular_326.81;patient_290.02;ecg_234.33;atrial_212.72;arrhythmia_200.15;increase_197.18;symptom_190.52;atrial fibrillation_186.61;cardiac_175.35;caffeine_164.95;ventricle_163.53
bn:00075863n;Taco;taco_1237.52;tortilla_619.01;meat_449.73;food_381.01;dish_372.34;cuisine_347.07;sausage_340.76;burrito_337.33;pork_248.21;kebab_219.49;sauce_218.4;cheese_217.84;restaurant_208.48;beef_202.11
bn:00075868n;Taconite;duluth_521.89;minnesota_442.63;taconite_349.9;lake superior_309.31;iron ore_302.78;iron_278.35;ore_212.77;fitzgerald_144.95;chert_123.29;mt\/y_112.38;mine_110.91;great lakes_99.68;magnetite_94.32;lake_88.53
bn:00075882n;Taffeta;silk_401.84;weave_188.23;fabric_175.19;fiber_169.26;taffeta_159.3;textile_121.09;dress_109.53;gown_79.86;weft_78.11;thread_78.08;cloth_72.62;loom_70.83;warp_67.08;moire_58.41
bn:00075894n;Tagliatelle;pasta_955.97;sauce_250.53;dish_193.83;tagliatelle_160.85;cuisine_142.57;spaghetti_134.05;macaroni_127.25;cheese_119.61;bologna_117.14;flour_116.25;italian_113.76;meat_96.43;noodle_94.23;dough_89.95
bn:00075896n;Tahini;dish_504.84;meat_490.57;cuisine_408.85;tahini_377.94;halva_342.76;kebab_286.18;hummus_275.33;bread_266.59;salad_252.68;eggplant_250.65;sesame_223.46;cook_210.43;sauce_199.11;vegetable_195.11
bn:00075904n;Tail;tail_986.01;dock_152.4;animal_116.45;breed_99.75;manx_95.67;scorpion_93.11;barn swallow_84.74;species_81.95;whale_77.8;manx cat_74.35;stingray_71.2;bird_70.59;specie_68.95;cat_67.83
bn:00075924n;Tailwind;wind_517.27;runway_280.29;aircraft_224.46;flight_186.77;crosswind_108.94;headwind_106.79;speed_106.43;glider_97.36;tailwind_86.84;autoland_71.24;pilot_66.35;ragbrai_64.7;takeoff_61.21;fly_60.29
bn:00075933n;Take;film_600.19;song_199.06;byrds_176.03;gould_143.14;dub_142.69;recording_128.14;scene_98.98;album_97.82;camera_97.72;release_85.54;record_83.97;mcguinn_82.18;version_80.9;deodato_80.13
bn:00075938n;Take-out;restaurant_639.7;food_398.71;fast food_266.34;dish_226.77;chinese_198.76;menu_192.45;meat_191.19;hamburger_176.91;kebab_164.52;chicken_138.11;cuisine_134.32;take-out_133.14;meal_108.32;chinatowns_105.82
bn:00075945n;Takeoff;aircraft_1978.18;runway_619.29;flight_599.56;takeoff_561.78;wing_465.18;landing_379.99;pilot_286.94;concorde_267.3;airport_252.47;speed_236.54;engine_183.22;lift_172.46;flap_162.9;fuel_162.19
bn:00075947n;Takeover;company_1083.22;shareholder_534.5;takeover_428.97;equity_360.7;share_299.77;acquisition_231.0;teledyne_209.94;private_194.84;investment_179.11;target company_177.8;investor_177.77;firm_163.39;poison pill_158.33;yahoo_156.35
bn:00075956n;Talc;mineral_1044.06;asbestos_653.5;talc_571.25;magnesium_286.59;silicate_195.95;facies_155.54;cosmetic_153.9;metamorphic_151.49;mesothelioma_150.86;chlorite_138.49;amphibole_137.39;olivine_136.48;pyroxene_128.43;vermiculite_126.92
bn:00075958n;Taliban;taliban_4412.91;afghanistan_3021.98;afghan_2087.98;massoud_1008.68;kabul_980.75;pakistan_899.63;pakistani_580.07;kandahar_418.15;ttp_372.32;force_351.25;hekmatyar_337.92;kill_320.01;attack_287.24;karzai_282.76
bn:00075970n;Audiobook;book_671.12;library_665.84;audiobook_359.73;audiobooks_343.16;casca_241.53;public library_230.91;audio_219.6;cassette_202.96;tape_111.36;recording_100.4;e-book_98.93;publisher_94.91;e-books_89.29;format_87.59
bn:00075983n;Tallow;fat_721.54;tallow_394.74;biodiesel_370.89;soap_342.28;trans_241.26;candle_238.71;butter_205.77;lard_172.19;margarine_165.03;fatty acid_152.45;wax_136.98;oil_130.02;use_117.67;suet_91.15
bn:00075992n;Tamale;tamale_721.66;corn_548.9;dish_531.14;maize_458.25;tortilla_436.8;cuisine_433.3;plantain_427.06;banana_411.97;food_348.47;meat_344.84;bread_274.9;pork_253.32;cheese_252.75;potato_227.66
bn:00075995n;Tamarind;dish_770.08;cuisine_730.83;tamarind_597.83;rice_522.68;curry_452.6;fruit_365.4;food_342.73;vegetable_333.32;spice_319.13;mango_288.51;tree_274.51;ingredient_265.76;sweet_244.13;eat_237.38
bn:00076000n;Tambour;dome_1369.39;drum_256.99;pendentive_74.26;biguine_72.28;squinch_70.43;meter_65.11;church_60.28;century_59.68;real tennis_53.62;shell_51.96;octagonal_50.52;build_50.33;example_48.85;vault_46.5
bn:00076001n;Tambourine;tambourine_549.98;drum_401.54;track_127.15;byrds_120.48;instrument_118.07;vocal_93.97;percussion instrument_85.63;album_83.48;daf_79.12;dayereh_74.58;sound_69.76;guitar_61.63;song_55.5;percussion_54.43
bn:00076011n;Tamp;tool_193.52;tamping_82.13;tamp_37.3;machine_29.78;sleeper_21.07;substitution_16.72;tamper_16.6;multi-purpose_14.95;use_12.69;ballast_12.65;item_11.1;bogie_11.01;alarm-clock_9.72;carpenter's square_9.66
bn:00076017n;Tampon;tampon_543.13;menstrual_341.8;vagina_188.88;menstruation_185.57;vaginal_163.88;playtex_159.48;pad_151.7;woman_143.96;sponge_127.59;absorbency_89.14;gst_82.12;toxic shock syndrome_79.56;cup_77.05;tss_75.44
bn:00076018n;Tamponade;tamponade_85.77;pericardium_47.31;wound_42.5;bleeding_36.39;cardiac tamponade_35.44;blood_30.57;fluid_26.82;chest_18.3;heart_18.22;clot_18.18;rupture_17.57;pressure_17.26;tourniquet_17.23;effusion_17.0
bn:00076021n;Tanager;tanager_911.96;genus_491.52;western tanager_490.19;species_267.25;finch_232.25;thraupidae_214.56;bird_132.28;saltator_129.15;nest_114.85;grosbeak_76.99;scarlet tanager_70.46;emberizidae_69.82;forest_68.79;poospiza_68.31
