"Reference","Sentence"
"en.wikipedia.org","<s> This breaks down larger molecules in the soil into smaller molecules are then absorbed through the walls of the hyphae near their growing tips. </s>"
"en.wikipedia.org","<s> He is struck senseless one night, and a local ""fairy doctor"" breaks the curse. </s>"
"en.wikipedia.org","<s> At some critical height, the free energy of the film can be lowered if the film breaks into isolated islands, where the tension can be relaxed laterally. </s>"
"en.wikipedia.org","<s> Pepper-spray projectile launchers are projectile weapons that launch a fragile ball which breaks upon impact and releases an irritant powder called PAVA (capsaicin II) pepper. </s>"
"en.wikipedia.org","<s> That breaks Football Association, Football League and Football Conference rules and regulations. </s>"
"en.wikipedia.org","<s> Masonry bits typically are used with a hammer drill, which hammers the bit into the material being drilled as it rotates; the hammering breaks up the masonry at the drill bit tip, and the rotating flutes carry away the dust. </s>"
"en.wikipedia.org","<s> Converting the water into enough power to take off, the explorers—along with the saboteur, a Frenchman named Bourne—return to Britain as the Franco-Prussian War breaks out on the continent. </s>"
"en.wikipedia.org","<s> Bean''s departure breaks Petra''s heart, but she becomes Peter''s military commander, eventually marrying and having five children with him, though she never stops loving Bean. </s>"
"en.wikipedia.org","<s> The two fight until Jack breaks down, revealing that he is still bitter and depressed about his wife having left him. </s>"
"en.wikipedia.org","<s> They construct a small homestead on the island, and the ship''s hull eventually breaks up in a storm and founders. </s>"
"en.wikipedia.org","<s> Double Fine''s first completed project was ""Psychonauts"", a multi-platform platform game following Raz, a psychically-gifted boy (named after Double Fine''s animator Razmig Mavlian) who breaks into a summer camp for psychic children to try to become part of an elite group of psychic heroes called Psychonauts. </s>"
"en.wikipedia.org","<s> During their bout, Marquet throws his helmet at Navarre and breaks a window. </s>"
"en.wikipedia.org","<s> Now breaks , or now directs, th'' intending lines; </s>"
"en.wikipedia.org","<s> She breaks up with him via email while in Australia but he flies down and reveals their relationship to David. </s>"
"en.wikipedia.org","<s> Dylan visits the Bakers when he gets into a game of hockey with his friends indoors, which leads to Dylan and Tom hanging on the chandelier and breaks off and smashes on the floor below. </s>"
"en.wikipedia.org","<s> Upon learning of his mistake he vows to find the Grail castle again and fulfill his quest but Chretien''s story breaks off soon after, to be continued in a number of different ways by various authors. </s>"
"en.wikipedia.org","<s> It breaks open and a dockworker finds the fire opal inside, which he steals and pawns. </s>"
"en.wikipedia.org","<s> McAfee can''t afford to pay for the bottle of whiskey, much less the room he''s staying in, and breaks down into screaming and crying in his bed, passing out in-between fits. </s>"
"en.wikipedia.org","<s> When she is threatened with burning at the stake, she finally breaks and allows a priest to guide her hand in signing a confession. </s>"
"en.wikipedia.org","<s> Schön breaks the news to Lulu that he is going to marry Charlotte von Zarnikow (Daisy D''ora), the daughter of the Minister of the Interior. </s>"
"en.wikipedia.org","<s> Despite her bigotry against the Nations, Teri tries to take food to them in a backpack, but collapses and breaks her leg. </s>"
"en.wikipedia.org","<s> To this end, the grandfather breaks open a scale from a sugar pine cone, and secretly instructs Ahsoballache to immerse the scale''s contents in spring water, then hide them inside a covered basket. </s>"
"en.wikipedia.org","<s> When Leni''s mother presses Josef on his identity, he breaks down and confesses that he is a Jew; she tells him that she suspected that and promises not to betray him. </s>"
"en.wikipedia.org","<s> Ned, looking for revenge, sides with Carrot and eventually a war breaks out between Carrot and Zé. </s>"
"en.wikipedia.org","<s> As she and her husband carry Kathy to the bedroom, Lester breaks into the house, retrieves his sidearm, sees Kathy unconscious, and locks the Behranis in their own bathroom, refusing to let them out until Massoud agrees to relinquish the house. </s>"
"en.wikipedia.org","<s> Roger Ebert of the ""Chicago Sun-Times"" wrote, ""Here is a film that seizes us with its first scene and never lets go, and we feel sympathy all the way through for everyone in it ... it stands with integrity and breaks our hearts."" Owen Gleiberman of ""Entertainment Weekly"" rated the film B- with the comment, "" has its pretensions, but mostly it''s a vigorous and bracingly acted melodrama spun off from a situation that''s pure human-thriller catnip ... though I do wish that the movie didn''t spiral into the most shocking of tragedies."" </s>"
"en.wikipedia.org","<s> This breaks the aggregate into two smaller pieces, thus making it easier to sequence notes, progress between rows or aggregates, and combine notes and aggregates. </s>"
"en.wikipedia.org","<s> Elizabeth decides to climb on the mossy rock, but slips and falls, breaks her neck, and dies instantly. </s>"
"en.wikipedia.org","<s> Seymour Hersh breaks the My Lai massacre story. </s>"
"en.wikipedia.org","<s> The phase transition domain wall breaks the P-symmetry spontaneously, allowing for CP-symmetry violating interactions to create C-asymmetry on both its sides: quarks tend to accumulate on the broken phase side of the domain wall, while anti-quarks tend to accumulate on its unbroken phase side. </s>"
"en.wikipedia.org","<s> When Christine eventually breaks this news to Howard, Howard tells Christine the truth about their scheme, and tells her that he loves her. </s>"
"en.wikipedia.org","<s> The Kostroma freezes up in November and breaks up in April or early May. </s>"
"en.wikipedia.org","<s> A 2010 amendment to the Laws clarified the rare circumstance where a bat breaks during the course of a shot and the detached debris breaks the wicket; the wicket has been put down in this circumstance. </s>"
"en.wikipedia.org","<s> A 2010 amendment to the Laws clarified the rare circumstance where a bat breaks during the course of a shot and the detached debris breaks the wicket; the wicket has been put down in this circumstance. </s>"
"en.wikipedia.org","<s> Once he is mature and strong enough, he breaks the lock on his cage and escapes into the jungle, where his ferocity and cunning win him the respect of all its other inhabitants, except Shere Khan the tiger (likely out of his arrogance). </s>"
"en.wikipedia.org","<s> This Atom''s powers differ from his predecessors in that he doesn''t shrink but breaks up into several smaller duplicates of himself divided amongst his mass. </s>"
"en.wikipedia.org","<s> Due to their social difficulties, this relationship breaks down in children with ASD and so families must be supported to re-build it, in a slow and more deliberate manner. </s>"
"en.wikipedia.org","<s> In baseball, a slider (also known as a yakker or a snapper) is a pitch that breaks (changes course sharply) laterally and down, with a speed between that of a curveball and a fastball. </s>"
"en.wikipedia.org","<s> Pitchers who throw their curveballs with the arm slot at an angle will throw a curveball that breaks down and toward the pitcher''s off-hand. </s>"
"en.wikipedia.org","<s> Because the slider and the curveball share nearly the same grip and have the same unique throwing motions, this curveball breaks much like a slider, and is colloquially termed a ""slurve"". </s>"
"en.wikipedia.org","<s> This pitch generally breaks downward slightly, though its motion does not differ greatly from a two-seam fastball. </s>"
"en.wikipedia.org","<s> The Yatton firefighters work on a retained duty system, which means that they do not work at the fire station, but are called to the station when a fire breaks out. </s>"
"en.wikipedia.org","<s> In the middle of dismembering a victim, he breaks down, sobbing that he ""just wants to be loved"". </s>"
"en.wikipedia.org","<s> In the skirmish following their escape, Parallax nearly breaks Gardner''s neck. </s>"
"en.wikipedia.org","<s> He orders all the other gangsters in town to pay him protection money, but declares it''s still ""All for One."" The news does not sit well with Big Jim''s friend and fellow gangster, Robbo, and a gangland war breaks out. </s>"
"en.wikipedia.org","<s> In the acute phase reaction, a further elevation is required to ""limit"" the damage caused by activated neutrophil granulocytes and their enzyme elastase, which breaks down the connective tissue fiber elastin. </s>"
"en.wikipedia.org","<s> However, because pencils may have different standard diameters in different nations, imported sharpeners may have non-standard-sized alignment guide-holes, —if it''s too-small the pencil cannot be inserted, while too-big (or missing,) and the tip of the pencil constantly breaks off,— making sharpening attempts futile. </s>"
